22.0,17.5,50.0,0.343,25.6,0.744896493384,0.232087848946,1.0
21.7,23.9,49.8,0.967,16.5,0.454354228019,0.526714345814,0.0
21.5,16.4,52.4,0.644,29.7,0.688380604142,0.30167028611,1.0
20.5,24.1,50.8,0.966,20.6,0.143727161998,0.824604141291,0.0
16.9,14.3,49.9,0.882,50.0,0.624960462699,0.337128914193,1.0
22.0,16.0,45.5,0.804,11.1,0.272040009304,0.714235868807,0.0
20.2,24.6,50.5,0.703,13.0,0.38086717137,0.61913282863,0.0
24.2,16.3,53.0,0.402,17.9,0.606688062946,0.386685992339,1.0
24.2,14.5,50.9,0.894,26.0,0.285183817097,0.701362832203,0.0
21.1,17.7,50.9,0.958,15.0,0.219015831758,0.767338137996,0.0
24.0,15.5,51.3,0.76,13.3,0.305990016639,0.685690515807,0.0
22.3,17.6,48.8,0.924,20.0,0.46301882867,0.52272963695,0.0
25.5,15.3,48.3,0.935,10.6,0.493975903614,0.5,1.0
23.6,18.0,50.1,0.966,14.5,0.240584445049,0.735003176332,0.0
18.8,20.7,51.2,0.951,25.3,0.375676460651,0.613061543842,0.0
25.0,9.6,50.7,0.797,28.3,0.368361398964,0.615578448834,0.0
20.8,19.1,50.9,0.953,13.6,0.240819812126,0.742214631369,0.0
19.8,18.3,48.4,0.931,17.1,0.332053966039,0.648639218423,0.0
22.4,15.8,51.3,0.917,18.5,0.223467571476,0.762515296473,0.0
23.6,18.7,49.6,0.911,11.6,0.246081935661,0.723123453396,0.0
22.7,17.1,50.5,0.924,17.2,0.423609098812,0.558026658939,0.0
24.1,19.2,50.9,0.883,16.1,0.53045912654,0.456438969765,0.0
23.3,19.1,49.4,0.957,14.1,0.515292897875,0.463970969414,0.0
15.5,31.3,50.7,0.927,20.7,0.399947957325,0.57047445572,0.0
17.7,21.8,49.0,0.969,17.3,0.58223389266,0.406173946458,0.0
20.4,19.2,51.1,0.948,24.1,0.538344491783,0.447250963684,0.0
25.2,13.8,50.5,0.873,26.0,0.489196825414,0.488133856923,0.0
25.9,12.9,50.1,0.96,20.2,0.444693643825,0.534357701851,0.0
24.0,13.3,52.6,0.389,31.5,0.61890726167,0.37613110502,1.0
24.3,17.6,49.8,0.816,9.5,0.187554969217,0.797713280563,0.0
23.0,15.3,50.1,0.879,15.5,0.164933770118,0.826121635095,0.0
21.1,18.4,51.5,0.941,20.8,0.262703252033,0.719857723577,0.0
20.3,19.8,49.7,0.945,9.5,0.286851815887,0.684210526316,0.0
19.5,25.5,51.6,0.864,26.6,0.433206691387,0.557937061342,0.0
28.6,16.8,49.8,0.971,17.5,0.126229508197,0.855081967213,0.0
17.5,20.5,46.5,0.961,9.0,0.239425250242,0.744430093639,0.0
21.7,15.6,51.5,0.768,34.9,0.622479839994,0.365996152719,1.0
26.0,21.0,50.1,0.943,23.6,0.704092920354,0.278761061947,1.0
22.6,19.2,50.2,0.977,11.9,0.314374208081,0.656060819372,0.0
20.4,14.8,51.0,0.918,29.9,0.579510219579,0.406742390685,1.0
